Make,Model,Year,HP,Cylinders,Transmission,Drive Mode,Vehicle Style,MPG-H,MPG-C,Popularity,Price,HP_Type,Price_class
Aston Martin,DBS,2011,510,12,MANUAL,rear wheel drive,Convertible,17,11,259,282300,high,high
Aston Martin,DBS,2011,510,12,MANUAL,rear wheel drive,Coupe,17,11,259,268700,high,high
Aston Martin,DBS,2011,510,12,AUTOMATIC,rear wheel drive,Coupe,18,12,259,273100,high,high
Aston Martin,DBS,2011,510,12,AUTOMATIC,rear wheel drive,Convertible,18,12,259,286700,high,high
Aston Martin,DBS,2012,510,12,MANUAL,rear wheel drive,Convertible,17,11,259,296000,high,high
Aston Martin,DBS,2012,510,12,AUTOMATIC,rear wheel drive,Coupe,18,12,259,275900,high,high
Aston Martin,DBS,2012,510,12,MANUAL,rear wheel drive,Coupe,17,11,259,284600,high,high
Aston Martin,DBS,2012,510,12,AUTOMATIC,rear wheel drive,Convertible,18,12,259,296400,high,high
Aston Martin,DBS,2012,510,12,MANUAL,rear wheel drive,Convertible,17,11,259,290500,high,high
Aston Martin,DBS,2012,510,12,AUTOMATIC,rear wheel drive,Coupe,18,12,259,285000,high,high
Aston Martin,DBS,2012,510,12,AUTOMATIC,rear wheel drive,Convertible,18,12,259,290900,high,high
Aston Martin,DBS,2012,510,12,MANUAL,rear wheel drive,Coupe,17,11,259,275500,high,high
Mitsubishi,Diamante,2002,205,6,AUTOMATIC,front wheel drive,Sedan,23,16,436,28400,low,low
Mitsubishi,Diamante,2002,210,6,AUTOMATIC,front wheel drive,Sedan,23,16,436,27000,low,low
Mitsubishi,Diamante,2002,205,6,AUTOMATIC,front wheel drive,Sedan,23,16,436,25700,low,low
Mitsubishi,Diamante,2003,205,6,AUTOMATIC,front wheel drive,Sedan,23,16,436,26000,low,low
Mitsubishi,Diamante,2003,205,6,AUTOMATIC,front wheel drive,Sedan,23,16,436,28400,low,low
Mitsubishi,Diamante,2003,210,6,AUTOMATIC,front wheel drive,Sedan,23,16,436,27100,low,low
Mitsubishi,Diamante,2004,205,6,AUTOMATIC,front wheel drive,Sedan,23,15,436,25000,low,low
Mitsubishi,Diamante,2004,210,6,AUTOMATIC,front wheel drive,Sedan,23,15,436,26800,low,low
Mitsubishi,Diamante,2004,205,6,AUTOMATIC,front wheel drive,Sedan,23,15,436,27600,low,low
Land Rover,Discovery Series II,2001,188,8,AUTOMATIC,four wheel drive,4dr SUV,16,12,258,36400,low,mid
Land Rover,Discovery Series II,2001,188,8,AUTOMATIC,four wheel drive,4dr SUV,16,12,258,33400,low,mid
Land Rover,Discovery Series II,2001,188,8,AUTOMATIC,four wheel drive,4dr SUV,16,12,258,34400,low,mid
Land Rover,Discovery Series II,2002,188,8,AUTOMATIC,four wheel drive,4dr SUV,16,12,258,33400,low,mid
Land Rover,Discovery Series II,2002,188,8,AUTOMATIC,four wheel drive,4dr SUV,16,12,258,37200,low,mid
Land Rover,Discovery Sport,2015,240,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,258,37100,low,mid
Land Rover,Discovery Sport,2015,240,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,258,45600,low,mid
Land Rover,Discovery Sport,2015,240,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,258,41600,low,mid
Land Rover,Discovery Sport,2016,240,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,258,42000,low,mid
Land Rover,Discovery Sport,2016,240,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,258,46000,low,mid
Land Rover,Discovery Sport,2016,240,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,258,37500,low,mid
Land Rover,Discovery Sport,2017,240,4,AUTOMATIC,all wheel drive,4dr SUV,25,20,258,46600,low,mid
Land Rover,Discovery Sport,2017,240,4,AUTOMATIC,all wheel drive,4dr SUV,25,20,258,42200,low,mid
Land Rover,Discovery Sport,2017,240,4,AUTOMATIC,all wheel drive,4dr SUV,25,20,258,37700,low,mid
Land Rover,Discovery,2003,217,8,AUTOMATIC,four wheel drive,4dr SUV,14,11,258,34400,low,mid
Land Rover,Discovery,2003,217,8,AUTOMATIC,four wheel drive,4dr SUV,14,11,258,40400,low,mid
Land Rover,Discovery,2003,217,8,AUTOMATIC,four wheel drive,4dr SUV,14,11,258,38400,low,mid
Land Rover,Discovery,2004,217,8,AUTOMATIC,four wheel drive,4dr SUV,14,11,258,38700,low,mid
Land Rover,Discovery,2004,217,8,AUTOMATIC,four wheel drive,4dr SUV,14,11,258,40700,low,mid
Land Rover,Discovery,2004,217,8,AUTOMATIC,four wheel drive,4dr SUV,14,11,258,34300,low,mid
Mercedes-Benz,E-Class,2015,329,6,AUTOMATIC,all wheel drive,Coupe,28,20,617,55800,high,high
Mercedes-Benz,E-Class,2015,550,8,AUTOMATIC,all wheel drive,Sedan,23,16,617,93600,high,high
Mercedes-Benz,E-Class,2015,329,6,AUTOMATIC,rear wheel drive,Coupe,29,20,617,53400,high,high
Mercedes-Benz,E-Class,2015,302,6,AUTOMATIC,rear wheel drive,Sedan,29,24,617,57100,high,high
Mercedes-Benz,E-Class,2015,302,6,AUTOMATIC,all wheel drive,Sedan,28,20,617,54800,high,high
Mercedes-Benz,E-Class,2015,302,6,AUTOMATIC,all wheel drive,Wagon,27,20,617,59000,high,high
Mercedes-Benz,E-Class,2015,195,4,AUTOMATIC,all wheel drive,Sedan,38,27,617,54300,low,high
Mercedes-Benz,E-Class,2015,402,8,AUTOMATIC,rear wheel drive,Convertible,26,17,617,67800,high,high
Mercedes-Benz,E-Class,2015,302,6,AUTOMATIC,rear wheel drive,Sedan,29,20,617,52300,high,high
Mercedes-Benz,E-Class,2015,577,8,AUTOMATIC,all wheel drive,Sedan,22,15,617,100600,high,high
Mercedes-Benz,E-Class,2015,577,8,AUTOMATIC,all wheel drive,Wagon,21,15,617,103200,high,high
Mercedes-Benz,E-Class,2015,329,6,AUTOMATIC,all wheel drive,Sedan,28,20,617,64800,high,high
Mercedes-Benz,E-Class,2015,402,8,AUTOMATIC,rear wheel drive,Coupe,26,18,617,59400,high,high
Mercedes-Benz,E-Class,2015,329,6,AUTOMATIC,rear wheel drive,Convertible,29,20,617,61400,high,high
Mercedes-Benz,E-Class,2015,195,4,AUTOMATIC,rear wheel drive,Sedan,42,28,617,51800,low,high
Mercedes-Benz,E-Class,2015,329,6,AUTOMATIC,rear wheel drive,Sedan,29,20,617,62400,high,high
Mercedes-Benz,E-Class,2016,329,6,AUTOMATIC,rear wheel drive,Sedan,29,20,617,63100,high,high
Mercedes-Benz,E-Class,2016,302,6,AUTOMATIC,all wheel drive,Wagon,27,20,617,59900,high,high
Mercedes-Benz,E-Class,2016,195,4,AUTOMATIC,all wheel drive,Sedan,38,27,617,55200,low,high
Mercedes-Benz,E-Class,2016,302,6,AUTOMATIC,rear wheel drive,Sedan,29,20,617,53100,high,high
Mercedes-Benz,E-Class,2016,329,6,AUTOMATIC,all wheel drive,Sedan,28,20,617,65600,high,high
Mercedes-Benz,E-Class,2016,577,8,AUTOMATIC,all wheel drive,Sedan,22,15,617,101700,high,high
Mercedes-Benz,E-Class,2016,302,6,AUTOMATIC,all wheel drive,Sedan,28,20,617,55600,high,high
Mercedes-Benz,E-Class,2016,329,6,AUTOMATIC,rear wheel drive,Coupe,29,20,617,54200,high,high
Mercedes-Benz,E-Class,2016,402,8,AUTOMATIC,rear wheel drive,Coupe,26,18,617,60300,high,high
Mercedes-Benz,E-Class,2016,329,6,AUTOMATIC,rear wheel drive,Convertible,29,20,617,62200,high,high
Mercedes-Benz,E-Class,2016,402,8,AUTOMATIC,rear wheel drive,Convertible,26,17,617,68700,high,high
Mercedes-Benz,E-Class,2016,577,8,AUTOMATIC,all wheel drive,Wagon,21,15,617,104300,high,high
Mercedes-Benz,E-Class,2016,195,4,AUTOMATIC,rear wheel drive,Sedan,42,28,617,52600,low,high
Mercedes-Benz,E-Class,2016,329,6,AUTOMATIC,all wheel drive,Coupe,28,20,617,56700,high,high
Mercedes-Benz,E-Class,2017,329,6,AUTOMATIC,rear wheel drive,Convertible,29,20,617,62600,high,high
Mercedes-Benz,E-Class,2017,241,4,AUTOMATIC,all wheel drive,Sedan,29,22,617,54600,low,high
Mercedes-Benz,E-Class,2017,329,6,AUTOMATIC,all wheel drive,Coupe,28,20,617,57000,high,high
Mercedes-Benz,E-Class,2017,241,4,AUTOMATIC,rear wheel drive,Sedan,30,22,617,52200,low,high
Mercedes-Benz,E-Class,2017,329,6,AUTOMATIC,rear wheel drive,Coupe,29,20,617,54600,high,high
Mercedes-Benz,E-Class,2017,402,8,AUTOMATIC,rear wheel drive,Coupe,26,18,617,60600,high,high
Mercedes-Benz,E-Class,2017,402,8,AUTOMATIC,rear wheel drive,Convertible,25,17,617,69100,high,high
Mitsubishi,Eclipse Spyder,2010,162,4,AUTOMATIC,front wheel drive,Convertible,26,19,436,27800,low,low
Mitsubishi,Eclipse Spyder,2010,265,6,AUTOMATIC,front wheel drive,Convertible,24,16,436,32600,low,mid
Mitsubishi,Eclipse Spyder,2011,265,6,AUTOMATIC,front wheel drive,Convertible,24,16,436,32600,low,mid
Mitsubishi,Eclipse Spyder,2011,162,4,AUTOMATIC,front wheel drive,Convertible,27,20,436,28000,low,low
Mitsubishi,Eclipse Spyder,2012,162,4,AUTOMATIC,front wheel drive,Convertible,27,20,436,28300,low,low
Mitsubishi,Eclipse Spyder,2012,265,6,AUTOMATIC,front wheel drive,Convertible,24,16,436,32600,low,mid
Mitsubishi,Eclipse Spyder,2012,162,4,AUTOMATIC,front wheel drive,Convertible,27,20,436,28000,low,low
Mitsubishi,Eclipse,2010,162,4,AUTOMATIC,front wheel drive,2dr Hatchback,27,20,436,24700,low,low
Mitsubishi,Eclipse,2010,162,4,MANUAL,front wheel drive,2dr Hatchback,28,20,436,20700,low,low
Mitsubishi,Eclipse,2010,265,6,AUTOMATIC,front wheel drive,2dr Hatchback,24,16,436,29100,low,low
Mitsubishi,Eclipse,2010,162,4,AUTOMATIC,front wheel drive,2dr Hatchback,27,20,436,21700,low,low
Mitsubishi,Eclipse,2010,265,6,MANUAL,front wheel drive,2dr Hatchback,25,16,436,28100,low,low
Mitsubishi,Eclipse,2011,162,4,AUTOMATIC,front wheel drive,2dr Hatchback,28,20,436,24700,low,low
Mitsubishi,Eclipse,2011,162,4,AUTOMATIC,front wheel drive,2dr Hatchback,28,20,436,20000,low,low
Mitsubishi,Eclipse,2011,162,4,MANUAL,front wheel drive,2dr Hatchback,28,20,436,19000,low,low
Mitsubishi,Eclipse,2011,265,6,AUTOMATIC,front wheel drive,2dr Hatchback,25,17,436,29100,low,low
Mitsubishi,Eclipse,2012,162,4,MANUAL,front wheel drive,2dr Hatchback,28,20,436,19500,low,low
Mitsubishi,Eclipse,2012,162,4,AUTOMATIC,front wheel drive,2dr Hatchback,28,20,436,20500,low,low
Mitsubishi,Eclipse,2012,162,4,AUTOMATIC,front wheel drive,2dr Hatchback,28,20,436,24700,low,low
Mitsubishi,Eclipse,2012,265,6,AUTOMATIC,front wheel drive,2dr Hatchback,25,17,436,29100,low,low
Hyundai,Elantra Coupe,2013,145,4,AUTOMATIC,front wheel drive,Coupe,37,27,1439,18600,low,low
Hyundai,Elantra Coupe,2013,148,4,AUTOMATIC,front wheel drive,Coupe,37,27,1439,18600,low,low
Hyundai,Elantra Coupe,2013,148,4,MANUAL,front wheel drive,Coupe,38,28,1439,19900,low,low
Hyundai,Elantra Coupe,2013,145,4,AUTOMATIC,front wheel drive,Coupe,37,27,1439,20900,low,low
Hyundai,Elantra Coupe,2013,148,4,AUTOMATIC,front wheel drive,Coupe,37,27,1439,20900,low,low
Hyundai,Elantra Coupe,2013,148,4,MANUAL,front wheel drive,Coupe,38,28,1439,17600,low,low
Hyundai,Elantra Coupe,2014,166,4,AUTOMATIC,front wheel drive,Coupe,34,24,1439,19600,low,low
Hyundai,Elantra Coupe,2014,173,4,AUTOMATIC,front wheel drive,Coupe,34,24,1439,19600,low,low
Hyundai,Elantra GT,2015,173,4,AUTOMATIC,front wheel drive,4dr Hatchback,33,24,1439,19800,low,low
Hyundai,Elantra GT,2015,173,4,MANUAL,front wheel drive,4dr Hatchback,34,24,1439,18800,low,low
Hyundai,Elantra GT,2016,173,4,MANUAL,front wheel drive,4dr Hatchback,33,24,1439,18800,low,low
Hyundai,Elantra GT,2016,173,4,AUTOMATIC,front wheel drive,4dr Hatchback,33,24,1439,19800,low,low
Hyundai,Elantra GT,2017,173,4,MANUAL,front wheel drive,4dr Hatchback,32,24,1439,18800,low,low
Hyundai,Elantra GT,2017,173,4,AUTOMATIC,front wheel drive,4dr Hatchback,32,24,1439,19800,low,low
Hyundai,Elantra Touring,2010,138,4,AUTOMATIC,front wheel drive,4dr Hatchback,30,23,1439,17200,low,low
Hyundai,Elantra Touring,2010,138,4,AUTOMATIC,front wheel drive,4dr Hatchback,30,23,1439,19800,low,low
Hyundai,Elantra Touring,2010,138,4,MANUAL,front wheel drive,4dr Hatchback,31,23,1439,16000,low,low
Hyundai,Elantra Touring,2010,138,4,MANUAL,front wheel drive,4dr Hatchback,31,23,1439,19000,low,low
Hyundai,Elantra Touring,2011,138,4,MANUAL,front wheel drive,4dr Hatchback,31,23,1439,16000,low,low
Hyundai,Elantra Touring,2011,138,4,MANUAL,front wheel drive,4dr Hatchback,31,23,1439,19500,low,low
Hyundai,Elantra Touring,2011,138,4,AUTOMATIC,front wheel drive,4dr Hatchback,30,23,1439,17200,low,low
Hyundai,Elantra Touring,2011,138,4,AUTOMATIC,front wheel drive,4dr Hatchback,30,23,1439,20300,low,low
Hyundai,Elantra Touring,2012,138,4,AUTOMATIC,front wheel drive,4dr Hatchback,30,23,1439,17200,low,low
Hyundai,Elantra Touring,2012,138,4,MANUAL,front wheel drive,4dr Hatchback,31,23,1439,16000,low,low
Hyundai,Elantra Touring,2012,138,4,MANUAL,front wheel drive,4dr Hatchback,31,23,1439,19500,low,low
Hyundai,Elantra Touring,2012,138,4,AUTOMATIC,front wheel drive,4dr Hatchback,30,23,1439,20300,low,low
Hyundai,Elantra,2015,173,4,AUTOMATIC,front wheel drive,Sedan,35,24,1439,22600,low,low
Hyundai,Elantra,2015,145,4,AUTOMATIC,front wheel drive,Sedan,37,27,1439,21700,low,low
Hyundai,Elantra,2015,145,4,AUTOMATIC,front wheel drive,Sedan,38,28,1439,18200,low,low
Hyundai,Elantra,2015,145,4,MANUAL,front wheel drive,Sedan,37,27,1439,17200,low,low
Hyundai,Elantra,2015,166,4,AUTOMATIC,front wheel drive,Sedan,35,24,1439,22600,low,low
Hyundai,Elantra,2015,173,4,MANUAL,front wheel drive,Sedan,34,24,1439,21600,low,low
Hyundai,Elantra,2016,173,4,AUTOMATIC,front wheel drive,Sedan,35,24,1439,21200,low,low
Hyundai,Elantra,2016,145,4,AUTOMATIC,front wheel drive,Sedan,38,28,1439,18200,low,low
Hyundai,Elantra,2016,166,4,AUTOMATIC,front wheel drive,Sedan,35,24,1439,21200,low,low
Hyundai,Elantra,2016,145,4,AUTOMATIC,front wheel drive,Sedan,37,27,1439,21700,low,low
Hyundai,Elantra,2016,173,4,MANUAL,front wheel drive,Sedan,34,24,1439,20200,low,low
Hyundai,Elantra,2016,145,4,MANUAL,front wheel drive,Sedan,37,27,1439,17200,low,low
Hyundai,Elantra,2016,145,4,AUTOMATIC,front wheel drive,Sedan,38,28,1439,19700,low,low
Hyundai,Elantra,2017,147,4,AUTOMATIC,front wheel drive,Sedan,38,29,1439,18200,low,low
Hyundai,Elantra,2017,147,4,AUTOMATIC,front wheel drive,Sedan,37,28,1439,22400,low,low
Hyundai,Elantra,2017,128,4,AUTOMATED_MANUAL,front wheel drive,Sedan,40,32,1439,20600,low,low
Hyundai,Elantra,2017,147,4,MANUAL,front wheel drive,Sedan,36,26,1439,17200,low,low
Hyundai,Elantra,2017,201,4,AUTOMATED_MANUAL,front wheel drive,Sedan,33,26,1439,22800,low,low
Hyundai,Elantra,2017,201,4,MANUAL,front wheel drive,Sedan,30,22,1439,21600,low,low
Hyundai,Elantra,2017,147,4,AUTOMATIC,front wheel drive,Sedan,38,29,1439,20200,low,low
Buick,Enclave,2015,288,6,AUTOMATIC,all wheel drive,4dr SUV,22,16,155,49300,low,mid
Buick,Enclave,2015,288,6,AUTOMATIC,front wheel drive,4dr SUV,24,17,155,39000,low,mid
Buick,Enclave,2015,288,6,AUTOMATIC,front wheel drive,4dr SUV,24,17,155,43400,low,mid
Buick,Enclave,2015,288,6,AUTOMATIC,all wheel drive,4dr SUV,22,16,155,45400,low,mid
Buick,Enclave,2015,288,6,AUTOMATIC,front wheel drive,4dr SUV,24,17,155,47300,low,mid
Buick,Enclave,2016,288,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,155,43700,low,mid
Buick,Enclave,2016,288,6,AUTOMATIC,all wheel drive,4dr SUV,22,15,155,49500,low,mid
Buick,Enclave,2016,288,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,155,39100,low,mid
Buick,Enclave,2016,288,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,155,47500,low,mid
Buick,Enclave,2016,288,6,AUTOMATIC,all wheel drive,4dr SUV,22,15,155,45700,low,mid
Buick,Enclave,2017,288,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,155,39100,low,mid
Buick,Enclave,2017,288,6,AUTOMATIC,all wheel drive,4dr SUV,22,15,155,45800,low,mid
Buick,Enclave,2017,288,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,155,47600,low,mid
Buick,Enclave,2017,288,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,155,43800,low,mid
Buick,Enclave,2017,288,6,AUTOMATIC,all wheel drive,4dr SUV,22,15,155,49600,low,mid
Buick,Encore,2015,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,29400,low,low
Buick,Encore,2015,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,27700,low,low
Buick,Encore,2015,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,25600,low,low
Buick,Encore,2015,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,29400,low,low
Buick,Encore,2015,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,28000,low,low
Buick,Encore,2015,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,24100,low,low
Buick,Encore,2015,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,26200,low,low
Buick,Encore,2015,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,30900,low,mid
Buick,Encore,2016,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,31300,low,mid
Buick,Encore,2016,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,25600,low,low
Buick,Encore,2016,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,28300,low,low
Buick,Encore,2016,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,29800,low,low
Buick,Encore,2016,153,4,AUTOMATIC,all wheel drive,4dr SUV,32,26,155,28800,low,low
Buick,Encore,2016,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,24100,low,low
Buick,Encore,2016,153,4,AUTOMATIC,front wheel drive,4dr SUV,34,28,155,27400,low,low
Buick,Encore,2016,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,29800,low,low
Buick,Encore,2016,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,26400,low,low
Buick,Encore,2016,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,23,155,27900,low,low
Buick,Encore,2017,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,24,155,32000,low,mid
Buick,Encore,2017,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,26900,low,low
Buick,Encore,2017,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,24,155,30600,low,mid
Buick,Encore,2017,138,4,AUTOMATIC,front wheel drive,4dr SUV,34,28,155,25600,low,low
Buick,Encore,2017,138,4,AUTOMATIC,all wheel drive,4dr SUV,31,26,155,27100,low,low
Buick,Encore,2017,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,24,155,28400,low,low
Buick,Encore,2017,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,30500,low,mid
Buick,Encore,2017,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,24400,low,low
Buick,Encore,2017,138,4,AUTOMATIC,all wheel drive,4dr SUV,30,24,155,25900,low,low
Buick,Encore,2017,138,4,AUTOMATIC,front wheel drive,4dr SUV,33,25,155,29100,low,low
Mitsubishi,Endeavor,2008,225,6,AUTOMATIC,all wheel drive,4dr SUV,19,15,436,29100,low,low
Mitsubishi,Endeavor,2008,225,6,AUTOMATIC,front wheel drive,4dr SUV,22,15,436,27600,low,low
Mitsubishi,Endeavor,2010,225,6,AUTOMATIC,front wheel drive,4dr SUV,21,15,436,30000,low,low
Mitsubishi,Endeavor,2010,225,6,AUTOMATIC,all wheel drive,4dr SUV,19,15,436,31500,low,mid
Mitsubishi,Endeavor,2010,225,6,AUTOMATIC,front wheel drive,4dr SUV,21,15,436,28000,low,low
Mitsubishi,Endeavor,2011,225,6,AUTOMATIC,front wheel drive,4dr SUV,21,15,436,28300,low,low
Mitsubishi,Endeavor,2011,225,6,AUTOMATIC,front wheel drive,4dr SUV,21,15,436,32100,low,mid
Mitsubishi,Endeavor,2011,225,6,AUTOMATIC,all wheel drive,4dr SUV,19,15,436,33600,low,mid
Hyundai,Entourage,2007,242,6,AUTOMATIC,front wheel drive,Passenger Minivan,23,16,1439,26400,low,low
Hyundai,Entourage,2007,242,6,AUTOMATIC,front wheel drive,Passenger Minivan,23,16,1439,28900,low,low
Hyundai,Entourage,2007,242,6,AUTOMATIC,front wheel drive,Passenger Minivan,23,16,1439,23900,low,low
Hyundai,Entourage,2008,250,6,AUTOMATIC,front wheel drive,Passenger Minivan,23,16,1439,29900,low,low
Hyundai,Entourage,2008,250,6,AUTOMATIC,front wheel drive,Passenger Minivan,23,16,1439,24000,low,low
Buick,Envision,2016,252,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,155,42100,low,mid
Buick,Envision,2016,252,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,155,44700,low,mid
Buick,Envision,2017,197,4,AUTOMATIC,all wheel drive,4dr SUV,28,21,155,39600,low,mid
Buick,Envision,2017,252,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,155,45000,low,mid
Buick,Envision,2017,197,4,AUTOMATIC,front wheel drive,4dr SUV,29,22,155,35900,low,mid
Buick,Envision,2017,252,4,AUTOMATIC,all wheel drive,4dr SUV,26,20,155,42300,low,mid
Buick,Envision,2017,197,4,AUTOMATIC,all wheel drive,4dr SUV,28,21,155,37700,low,mid
Buick,Envision,2017,197,4,AUTOMATIC,front wheel drive,4dr SUV,29,22,155,37700,low,mid
Ferrari,Enzo,2003,660,12,AUTOMATED_MANUAL,rear wheel drive,Coupe,12,7,2774,643300,high,high
Hyundai,Equus,2014,429,8,AUTOMATIC,rear wheel drive,Sedan,23,15,1439,61200,high,high
Hyundai,Equus,2014,429,8,AUTOMATIC,rear wheel drive,Sedan,23,15,1439,68500,high,high
Hyundai,Equus,2015,429,8,AUTOMATIC,rear wheel drive,Sedan,23,15,1439,61500,high,high
Hyundai,Equus,2015,429,8,AUTOMATIC,rear wheel drive,Sedan,23,15,1439,68800,high,high
Hyundai,Equus,2016,429,8,AUTOMATIC,rear wheel drive,Sedan,23,15,1439,68800,high,high
Hyundai,Equus,2016,429,8,AUTOMATIC,rear wheel drive,Sedan,23,15,1439,61500,high,high
Lexus,ES 300h,2015,200,4,AUTOMATIC,front wheel drive,Sedan,39,40,454,40600,low,mid
Lexus,ES 300h,2016,200,4,AUTOMATIC,front wheel drive,Sedan,39,40,454,41000,low,mid
Lexus,ES 300h,2017,200,4,AUTOMATIC,front wheel drive,Sedan,39,40,454,41800,low,mid
Lexus,ES 300,2001,210,6,AUTOMATIC,front wheel drive,Sedan,24,17,454,31500,low,mid
Lexus,ES 300,2002,210,6,AUTOMATIC,front wheel drive,Sedan,27,18,454,31500,low,mid
Lexus,ES 300,2003,210,6,AUTOMATIC,front wheel drive,Sedan,27,18,454,31700,low,mid
Lexus,ES 330,2004,225,6,AUTOMATIC,front wheel drive,Sedan,27,18,454,31700,low,mid
Lexus,ES 330,2005,225,6,AUTOMATIC,front wheel drive,Sedan,27,18,454,32200,low,mid
Lexus,ES 330,2006,218,6,AUTOMATIC,front wheel drive,Sedan,27,18,454,32300,low,mid
Lexus,ES 350,2015,268,6,AUTOMATIC,front wheel drive,Sedan,31,21,454,37700,low,mid
Lexus,ES 350,2015,268,6,AUTOMATIC,front wheel drive,Sedan,31,21,454,40400,low,mid
Lexus,ES 350,2016,268,6,AUTOMATIC,front wheel drive,Sedan,31,21,454,38100,low,mid
Lexus,ES 350,2017,268,6,AUTOMATIC,front wheel drive,Sedan,30,21,454,38900,low,mid
Ferrari,F12 Berlinetta,2013,731,12,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,315900,high,high
Ferrari,F12 Berlinetta,2014,731,12,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,315900,high,high
Ferrari,F12 Berlinetta,2015,731,12,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,320000,high,high
Ferrari,F430,2007,483,8,MANUAL,rear wheel drive,Coupe,16,11,2774,173100,high,high
Ferrari,F430,2007,483,8,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,11,2774,211500,high,high
Ferrari,F430,2007,483,8,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,234900,high,high
Ferrari,F430,2007,483,8,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,184300,high,high
Ferrari,F430,2007,483,8,MANUAL,rear wheel drive,Convertible,16,11,2774,201200,high,high
Ferrari,F430,2008,483,8,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,199100,high,high
Ferrari,F430,2008,483,8,MANUAL,rear wheel drive,Convertible,16,11,2774,217300,high,high
Ferrari,F430,2008,483,8,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,11,2774,228400,high,high
Ferrari,F430,2008,483,8,MANUAL,rear wheel drive,Coupe,16,11,2774,186900,high,high
Ferrari,F430,2009,483,8,AUTOMATED_MANUAL,rear wheel drive,Coupe,16,11,2774,200100,high,high
Ferrari,F430,2009,483,8,MANUAL,rear wheel drive,Convertible,16,11,2774,218300,high,high
Ferrari,F430,2009,483,8,MANUAL,rear wheel drive,Coupe,16,11,2774,187900,high,high
Ferrari,F430,2009,483,8,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,11,2774,229400,high,high
Ferrari,FF,2013,651,12,AUTOMATED_MANUAL,all wheel drive,Coupe,16,11,2774,295000,high,high
Ferrari,FF,2014,651,12,AUTOMATED_MANUAL,all wheel drive,Coupe,16,11,2774,295000,high,high
Ferrari,FF,2015,651,12,AUTOMATED_MANUAL,all wheel drive,Coupe,16,11,2774,295000,high,high
Pontiac,Firebird,2001,310,8,AUTOMATIC,rear wheel drive,2dr Hatchback,23,16,210,24000,high,low
Pontiac,Firebird,2001,200,6,MANUAL,rear wheel drive,Convertible,28,17,210,25500,low,low
Pontiac,Firebird,2001,310,8,AUTOMATIC,rear wheel drive,Convertible,23,16,210,31200,high,mid
Pontiac,Firebird,2001,200,6,MANUAL,rear wheel drive,2dr Hatchback,28,17,210,18900,low,low
Pontiac,Firebird,2001,310,8,AUTOMATIC,rear wheel drive,2dr Hatchback,23,16,210,27100,high,low
Pontiac,Firebird,2002,310,8,AUTOMATIC,rear wheel drive,Convertible,23,16,210,32100,high,mid
